CODE,TYPE,INDEX_CODE,DESCRIPTION,HR,lCI,uCI
L271,1,1355,Localized skin eruption due to drugs and medicaments,0.266673400115858,0.220788234869537,0.322094618725377
O469,1,1013,"Antepartum haemorrhage, unspecified",0.265593075631274,0.229873206031295,0.30686343589638
T842,1,1536,Mechanical complication of internal fixation device of other bones,0.265366502413504,0.218882047759752,0.321722961402799
J343,1,1162,Hypertrophy of nasal turbinates,0.265301562737531,0.221712972301852,0.317459634680962
O9120,1,1130,"Nonpurulent mastitis associated with childbirth, without mention of attachment difficulty",0.264987483695174,0.225775906298746,0.311009122568586
O679,1,1535,"Intrapartum haemorrhage, unspecified",0.263789243040288,0.219192887146476,0.317459045544976
D221,1,1122,"Melanocytic naevi of eyelid, including canthus",0.263743270822144,0.224211553949048,0.310244997096672
N44,1,1939,Torsion of testis,0.261819014954516,0.221825326407735,0.309023309925185
O621,1,1206,Secondary uterine inertia,0.261132478193287,0.218433334213716,0.312178410922619
S050,1,1208,Injury of conjunctiva and corneal abrasion without mention of foreign body,0.260722974711445,0.21858807938955,0.31097976491775
K220,1,1958,Achalasia of cardia,0.260616846120605,0.217884195094846,0.311730460542514
T855,1,1565,"Mechanical complication of gastrointestinal prosthetic devices, implants and grafts",0.260045273451954,0.210726966021812,0.320905983326795
T634,1,691,Venom of other arthropods,0.259343213280845,0.219632236550204,0.306234200094119
O752,1,2082,"Pyrexia during labour, not elsewhere classified",0.258379500912553,0.213885486719258,0.31212948347191
S0151,1,748,Open wound of lip,0.258272719926044,0.219395715914375,0.304038743783083
O021,1,714,Missed abortion,0.257841322779413,0.222080290984052,0.299360863758108
N898,1,1873,Other specified noninflammatory disorders of vagina,0.256235939709975,0.214366496035748,0.306283201961303
O350,1,2148,Maternal care for (suspected) central nervous system malformation in fetus,0.25433684978896,0.208859916110601,0.309715882133732
N130,1,1896,Hydronephrosis with ureteropelvic junction obstruction,0.25278763408016,0.212087665357265,0.301297993149209
Z302,1,1176,Sterilization,0.252526327734429,0.217493600163277,0.293201943188963
O363,1,1699,Maternal care for signs of fetal hypoxia,0.249932965793714,0.208597962516241,0.299458760943449
T852,1,871,Mechanical complication of intraocular lens,0.249895971905095,0.205847725204275,0.30336986581912
S1225,1,1506,Fracture of seventh cervical vertebra,0.248055309855425,0.2048343729632,0.300396051001291
S660,1,1658,Injury of long flexor muscle and tendon of thumb at wrist and hand level,0.247893013069004,0.206007006137278,0.29829541762031
S924,1,775,Fracture of great toe,0.247607014961222,0.208079612720396,0.294643156321088
C509,1,777,"Malignant neoplasm of breast, unspecified part",0.247333123416173,0.203735223657143,0.300260665979616
K8020,1,791,"Calculus of gallbladder without cholecystitis, without mention of obstruction",0.246070786059472,0.214695544962784,0.282031151426187
K0888,1,1431,Other specified disorders of teeth and supporting structures,0.243350906890554,0.199383924580263,0.29701323218069
S9340,1,1830,"Sprain and strain of ankle, unspecified site",0.24254967910345,0.200411597225802,0.293547617241446
O750,1,1921,Maternal distress during labour and delivery,0.24214796443541,0.19553496798022,0.299872893763658
K623,1,1011,Rectal prolapse,0.241828040254123,0.20343430381678,0.287467747356019
S911,1,1392,Open wound of toe(s) without damage to nail,0.241727045866828,0.198771464163506,0.293965559641089
N645,1,1683,Other signs and symptoms in breast,0.241535988884719,0.200617875011623,0.290799780045217
S564,1,1747,Injury of extensor muscle and tendon of other finger(s) at forearm level,0.24149458745768,0.201147894314562,0.289934110272877
O610,1,1835,Failed medical induction of labour,0.241203614989706,0.199148449422006,0.292139778406297
S021,1,1290,Fracture of base of skull,0.241036490434284,0.197739408386747,0.293813914964513
I889,1,1973,"Nonspecific lymphadenitis, unspecified",0.240594897154571,0.202479773763,0.285884873639643
D212,1,2087,"Other benign neoplasms of connective and other soft tissue of lower limb, including hip",0.239745034894158,0.200354518181552,0.286879888100739
D320,1,1966,Benign neoplasm of cerebral meninges,0.2396901227796,0.200803333513639,0.286107575769889
T836,1,1971,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",0.239122363838856,0.199495359872386,0.286620726038235
O995,1,1762,"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium",0.237579825013519,0.199800281875044,0.28250297108567
O703,1,2053,Fourth degree perineal laceration during delivery,0.235766405246187,0.192255451403025,0.289124690286077
N908,1,1717,Other specified noninflammatory disorders of vulva and perineum,0.234300024667489,0.197101778532131,0.278518549999977
O757,1,978,Vaginal delivery following previous caesarean section,0.233347264495932,0.199342800684893,0.273152306783362
T854,1,1828,Mechanical complication of breast prosthesis and implant,0.233169980987855,0.195066297930522,0.2787167266241
O993,1,1570,"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium",0.232377390274334,0.198608243664651,0.271888268655593
O988,1,882,"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium",0.231876323852463,0.1898577244817,0.28319432201198
M2351,1,1450,"Chronic instability, anterior cruciate ligament or anterior horn of medial meniscus",0.231698649907909,0.195372129088836,0.274779543118647
I845,1,1833,External haemorrhoids without complication,0.230837678127012,0.192972668908209,0.276132542212059
O208,1,2011,Other haemorrhage in early pregnancy,0.229032322648539,0.184544124142373,0.284245326485256
O121,1,1792,Gestational proteinuria,0.227852637040854,0.185342188533947,0.280113365538264
N801,1,1274,Endometriosis of ovary,0.227072114896975,0.196339356897337,0.262615433699042
S650,1,1748,Injury of ulnar artery at wrist and hand level,0.226443759601102,0.190348070613472,0.269384271125113
O080,1,2097,Genital tract and pelvic infection following abortion and ectopic and molar pregnancy,0.225611846363446,0.187240702123705,0.271846370165257
O655,1,1959,Obstructed labour due to abnormality of maternal pelvic organs,0.222641810709876,0.184380750622331,0.268842467062657
Z358,1,1519,Supervision of other high-risk pregnancies,0.219412375474849,0.178732902118191,0.26935046620393
D037,1,1811,"Melanoma in situ of lower limb, including hip",0.219399322779997,0.184135127203444,0.261417055872981
N923,1,1832,Ovulation bleeding,0.218568771749517,0.179243971469453,0.266521142063813
K37,1,917,Unspecified appendicitis,0.216809092757165,0.180234906209603,0.260805099804138
O2688,1,969,Other specified pregnancy-related conditions,0.215589357327889,0.173076226182301,0.268545091479498
S820,1,1471,Fracture of patella,0.21551473919574,0.182386186386728,0.254660748879979
H720,1,1707,Central perforation of tympanic membrane,0.215336751609062,0.180522878574638,0.256864486981748
S053,1,2077,Ocular laceration without prolapse or loss of intraocular tissue,0.21515622142209,0.17842565754042,0.259448109956634
O344,1,2115,Maternal care for other abnormalities of cervix,0.215144304761905,0.17489378969826,0.264658178837232
O992,1,1733,"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium",0.212773407345944,0.178956925716444,0.252979998915141
N939,1,1499,"Abnormal uterine and vaginal bleeding, unspecified",0.212676766473488,0.175619057769306,0.2575540922047
M6744,1,1927,"Ganglion, hand",0.210831852684795,0.173575404226319,0.256085073254655
O081,1,2134,Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy,0.21047068218163,0.171136889324824,0.258844882788081
K500,1,1113,Crohn's disease of small intestine,0.209386998391283,0.176336139852683,0.248632612304765
K620,1,841,Anal polyp,0.209201342365465,0.16678083231015,0.262411459646188
O643,1,2074,Obstructed labour due to brow presentation,0.20887869324754,0.171394625313051,0.254560540700207
O036,1,1887,"Spontaneous abortion, complete or unspecified, complicated by delayed or excessive haemorrhage",0.207827343950676,0.171784095722578,0.251433083557081
O600,1,1235,Preterm labour without delivery,0.207667939119925,0.171009499570278,0.25218466252861
M8413,1,1216,"Nonunion of fracture [pseudarthrosis], forearm",0.207426644403708,0.169302204681499,0.254136163728789
R938,1,902,Abnormal findings on diagnostic imaging of other specified body structures,0.207011243254486,0.170834988093938,0.25084823262436
D067,1,832,Carcinoma in situ of other parts of cervix,0.206862569882363,0.165524845695369,0.258523864732004
N831,1,716,Corpus luteum cyst,0.206826709223446,0.174977024766032,0.244473739940422
O709,1,1377,"Perineal laceration during delivery, unspecified",0.204713827613468,0.163299404537774,0.256631378018667
O894,1,1759,Spinal and epidural anaesthesia-induced headache during the puerperium,0.2035743963682,0.163311601315739,0.253763569292018
O48,1,715,Prolonged pregnancy,0.203227457974138,0.178233261905419,0.231726666690008
Z3902,1,2135,"Postpartum care after planned, out of hospital delivery",0.203187864996714,0.163452940643126,0.252582231432979
S669,1,713,Injury of unspecified muscle and tendon at wrist and hand level,0.200125967658507,0.168489969324632,0.237702001441332
H46,1,2050,Optic neuritis,0.197819673949501,0.156902966548285,0.249406523422514
S868,1,1590,Injury of other muscles and tendons at lower leg level,0.19599307525527,0.163196778343944,0.235380170722858
D227,1,1126,"Melanocytic naevi of lower limb, including hip",0.19546255287809,0.161200214148553,0.237007188727503
O985,1,2112,"Other viral diseases complicating pregnancy, childbirth and the puerperium",0.195449174977786,0.16073176933097,0.237665398436802
K508,1,1752,Other Crohn's disease,0.193407618611064,0.161347682565467,0.231837894056055
S5231,1,1594,Fracture of distal shaft of radius with dislocation of head of ulna,0.19217179561184,0.156619061978591,0.235795046670161
J387,1,2151,Other diseases of larynx,0.191631962840261,0.156446993300735,0.234730041193056
S860,1,695,Injury of Achilles tendon,0.191145042660627,0.165147743086808,0.221234796496904
O9210,1,2055,"Cracked nipple associated with childbirth, without mention of attachment difficulty",0.191120297353622,0.154783820337086,0.235986991282349
S826,1,879,Fracture of lateral malleolus,0.190638680056222,0.158979434743431,0.228602563546856
O991,1,892,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium",0.189704682188658,0.153352423912528,0.234674258978958
K918,1,811,"Other postprocedural disorders of digestive system, not elsewhere classified",0.188856952396755,0.153026914984129,0.233076308649947
O422,1,1681,"Premature rupture of membranes, labour delayed by therapy",0.187552179548709,0.152774815179123,0.230246196090821
O9903,1,1285,Anaemia complicating childbirth and the puerperium,0.187305841426092,0.153072052468848,0.229195843829666
D211,1,1168,"Other benign neoplasms of connective and other soft tissue of upper limb, including shoulder",0.184724897580674,0.154495347507554,0.220869355205159
O864,1,1885,Pyrexia of unknown origin following delivery,0.183780077028609,0.147239283898537,0.229389303033529
K565,1,897,Intestinal adhesions [bands] with obstruction,0.182677104218651,0.154251115729096,0.21634154312582
O033,1,1518,"Spontaneous abortion, incomplete, with other and unspecified complications",0.182072229751616,0.148847429205572,0.22271326433822
O300,1,1428,Twin pregnancy,0.182053508578082,0.151100490847851,0.219347268824979
O9121,1,2070,"Nonpurulent mastitis associated with childbirth, with mention of attachment difficulty",0.180330361186218,0.145266507424499,0.22385778898452
O351,1,2131,Maternal care for (suspected) chromosomal abnormality in fetus,0.177580313447736,0.141626160724469,0.222662024889218
G971,1,1897,Other reaction to spinal and lumbar puncture,0.177117665973365,0.146381996969939,0.214306870033306
D061,1,1403,Carcinoma in situ of exocervix,0.176762156273506,0.142706014542074,0.218945641434388
O266,1,1376,"Liver disorders in pregnancy, childbirth and the puerperium",0.175263201364685,0.140042552382924,0.219341830250329
Z305,1,1395,Surveillance of (intrauterine) contraceptive device,0.173539215695272,0.143701589465388,0.209572207907859
O669,1,958,"Obstructed labour, unspecified",0.17102348806275,0.137526741903686,0.212678880225589
D223,1,1301,Melanocytic naevi of other and unspecified parts of face,0.164790343959165,0.133587375195339,0.203281615665186
S832,1,1940,"Tear of meniscus, current",0.163874601334588,0.132943499530327,0.202002241985845
T8588,1,1056,"Other complications of internal prosthetic device, implant or graft, NEC",0.161489889865679,0.129847853456209,0.200842631084574
Z3552,1,1693,Supervision of multigravida with advanced maternal age,0.160803479243655,0.129599740286092,0.19952014471467
O631,1,753,Prolonged second stage (of labour),0.156374892488623,0.131043898835806,0.186602407422777
H330,1,1321,Retinal detachment with retinal break,0.155633491670082,0.130336695756805,0.185840093526821
Z121,1,1002,Special screening examination for neoplasm of intestinal tract,0.154867492443519,0.131951655889464,0.181763086291504
O862,1,1647,Urinary tract infection following delivery,0.154567657619717,0.124838787070212,0.191376104676579
S5259,1,1064,Other and multiple fractures of lower end of radius,0.154497171939099,0.129658767122386,0.184093807668625
S681,1,1044,Traumatic amputation of other single finger (complete)(partial),0.153750710634342,0.128042403286294,0.184620722618814
O682,1,1365,Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid,0.152850638269223,0.124648163358393,0.187434110458038
O9110,1,755,"Abscess of breast associated with childbirth, without mention of attachment difficulty",0.148571097073656,0.11734942240446,0.188099527320986
O9221,1,1368,"Other and unspecified disorders of breast associated with childbirth, with mention of attachment difficulty",0.14848966419825,0.114411588460396,0.192718068776237
O603,1,1070,Preterm delivery without spontaneous labour,0.147909457194422,0.115127229639878,0.190026352549099
